orderid,productid,quantity
9827,55,5
9827,47,7
9828,138,2
9828,138,4
9828,134,3
9829,125,2
9829,57,2
9829,121,5
9830,86,2
9830,127,2
9830,59,2
9831,75,3
9831,11,2
9831,71,2
9832,36,6
9832,116,7
9832,60,3
9833,4,2
9833,36,7
9833,127,4
9834,83,4
9834,70,7
9834,123,4
9835,149,5
9835,104,7
9835,146,7
9836,39,6
9836,115,6
9836,95,7
9837,88,7
9837,72,3
9837,113,6
9838,106,6
9838,107,6
9838,91,3
9839,62,2
9839,115,2
9839,56,2
9840,144,5
9840,138,6
9840,77,6
9841,101,7
9841,63,6
9841,77,6
9842,73,2
9842,112,2
9842,31,5
9843,83,3
9843,68,7
9843,3,3
9844,61,5
9844,70,6
9844,26,5
9845,28,7
9845,100,2
9845,89,6
9846,62,7
9846,141,2
9846,30,4
9847,128,4
9847,7,4
9847,147,2
9848,103,7
9848,61,4
9848,107,3
9849,113,2
9849,54,7
9849,18,7
9850,58,5
9850,125,4
9850,87,6
9851,116,3
9851,47,4
9851,63,6
9852,97,2
9852,48,2
9852,25,5
9853,28,4
9853,43,5
9853,128,6
9854,130,4
9854,31,3
9854,113,4
9855,119,3
9855,103,3
9855,123,7
9856,86,6
9856,107,3
9856,97,5
9857,111,7
9857,87,5
9857,40,3
9858,33,5
9858,55,7
9858,111,7
9859,48,7
9859,136,5
9859,37,3
9860,55,3
9860,60,4
9860,124,2
9861,122,4
9861,66,3
9861,99,3
9862,65,2
9862,66,3
9862,11,3
9863,10,3
9863,123,5
9863,35,3
9864,16,3
9864,11,2
9864,132,2
9865,73,2
9865,4,3
9865,139,2
9866,139,2
9866,63,6
9866,96,3
9867,96,2
9867,127,2
9867,39,2
9868,136,3
9868,85,7
9868,56,3
9869,50,2
9869,132,6
9869,121,5
9870,76,3
9870,27,2
9870,31,4
9871,129,3
9871,69,4
9871,139,7
9872,120,4
9872,106,3
9872,72,4
9873,134,2
9873,58,5
9873,106,6
9874,22,2
9874,90,7
9874,116,2
9875,6,2
9875,93,5
9875,76,5
9876,3,4
9876,114,3
9876,101,2
9877,119,7
9877,136,3
9877,35,3
9878,7,2
9878,109,2
9878,17,4
9879,88,6
9879,133,4
9879,116,6
9880,130,5
9880,6,3
9880,31,3
9881,138,3
9881,81,3
9881,103,2
9882,146,2
9882,55,4
9882,141,7
9883,60,4
9883,87,2
9883,44,6
9884,74,3
9884,69,5
9884,150,6
9885,117,4
9885,109,2
9885,104,6
9886,113,2
9886,18,3
9886,147,6
9887,38,2
9887,51,3
9887,149,3
9888,104,3
9888,15,5
9888,81,7
9889,12,2
9889,17,4
9889,113,6
9890,111,3
9890,117,5
9890,5,4
9891,74,5
9891,62,2
9891,90,2
9892,99,4
9892,63,6
9892,68,3
9893,19,7
9893,46,5
9893,79,5
9894,84,3
9894,20,7
9894,69,3
9895,134,4
9895,41,6
9895,142,5
9896,57,6
9896,139,5
9896,142,4
9897,51,7
9897,3,4
9897,127,5
9898,16,2
9898,120,2
9898,57,5
9899,26,6
9899,148,4
9899,150,4
9900,141,5
9900,141,2
9900,66,4
9901,14,4
9901,76,4
9901,6,5
9902,78,5
9902,66,4
9902,36,4
9903,149,5
9903,145,2
9903,15,5
9904,130,4
9904,66,2
9904,52,7
9905,90,4
9905,50,7
9905,7,4
9906,136,5
9906,28,5
9906,25,5
9907,94,3
9907,72,7
9907,80,5
9908,15,6
9908,46,2
9908,71,3
9909,117,4
9909,73,7
9909,62,2
9910,112,6
9910,149,5
9910,45,4
9911,98,3
9911,130,6
9911,5,6
9912,58,3
9912,135,2
9912,117,3
9913,30,3
9913,138,2
9913,61,5
9914,100,2
9914,133,5
9914,91,3
9915,58,4
9915,108,6
9915,86,6
9916,59,3
9916,44,5
9916,26,3
9917,5,4
9917,125,3
9917,104,7
9918,100,6
9918,114,5
9918,25,2
9919,17,7
9919,98,3
9919,129,6
9920,22,7
9920,57,7
9920,79,4
9921,27,3
9921,66,4
9921,61,3
9922,6,2
9922,149,4
9922,134,2
9923,87,3
9923,103,5
9923,23,2
9924,83,2
9924,6,6
9924,6,4
9925,72,3
9925,23,2
9925,74,3
9926,23,4
9926,91,6
9926,134,6
9927,95,3
9927,62,2
9927,68,6
9928,76,4
9928,66,6
9928,79,4
9929,128,2
9929,76,7
9929,108,5
9930,78,4
9930,29,6
9930,4,5
9931,148,5
9931,126,3
9931,142,7
9932,57,7
9932,128,7
9932,114,5
9933,13,6
9933,120,7
9933,32,6
9934,32,2
9934,44,6
9934,51,4
9935,53,5
9935,103,7
9935,138,5
9936,5,5
9936,145,5
9936,91,3
9937,113,5
9937,103,6
9937,29,6
9938,20,3
9938,84,6
9938,91,7
9939,60,2
9939,18,7
9939,27,5
9940,68,2
9940,72,6
9940,45,4
9941,138,7
9941,131,6
9941,118,6
9942,123,7
9942,93,5
9942,84,6
9943,93,7
9943,97,6
9943,131,4
9944,34,3
9944,140,4
9944,116,2
9945,28,7
9945,147,4
9945,39,6
9946,41,3
9946,116,2
9946,135,3
9947,22,7
9947,97,3
9947,40,7
9948,114,2
9948,86,2
9948,145,2
9949,32,7
9949,11,4
9949,29,5
9950,126,4
9950,115,5
9950,89,3
9951,75,4
9951,117,6
9951,41,5
9952,123,4
9952,113,4
9952,89,2
9953,149,6
9953,88,4
9953,1,7
9954,54,5
9954,79,5
9954,8,3
9955,125,4
9955,22,7
9955,109,7
9956,91,2
9956,98,6
9956,9,5
9957,136,4
9957,22,3
9957,24,2
9958,26,4
9958,142,2
9958,79,3
9959,45,4
9959,19,2
9959,81,5
9960,111,7
9960,102,3
9960,92,3
9961,21,2
9961,144,4
9961,107,6
9962,118,4
9962,127,3
9962,63,5
9963,75,4
9963,134,2
9963,40,5
9964,118,7
9964,22,6
9964,83,7
9965,137,6
9965,30,2
9965,78,5
9966,83,2
9966,91,3
9966,62,4
9967,100,6
9967,133,3
9967,66,6
9968,128,3
9968,15,3
9968,66,5
9969,101,4
9969,72,6
9969,115,3
9970,5,6
9970,9,2
9970,1,5
9971,46,5
9971,60,5
9971,68,3
9972,127,6
9972,119,4
9972,129,4
9973,114,6
9973,106,6
9973,60,6
9974,106,5
9974,33,2
9974,20,6
9975,63,7
9975,57,2
9975,8,6
9976,125,2
9976,44,6
9976,71,4
9977,126,6
9977,74,3
9977,7,3
9978,58,5
9978,33,7
9978,63,2
9979,52,3
9979,79,3
9979,132,2
9980,64,4
9980,75,3
9980,131,7
9981,121,3
9981,90,7
9981,63,6
9982,45,5
9982,62,3
9982,6,4
9983,53,3
9983,129,2
9983,116,4
9984,38,7
9984,43,2
9984,141,4
9985,39,7
9985,16,4
9985,100,4
9986,147,7
9986,42,4
9986,83,6
9987,24,3
9987,65,7
9987,87,3
9988,36,5
9988,50,7
9988,29,7
9989,66,7
9989,53,2
9989,137,4
9990,23,3
9990,34,3
9990,18,5
9991,3,3
9991,149,3
9991,143,4
9992,41,2
9992,62,5
9992,11,2
9993,131,2
9993,108,3
9993,69,4
9994,136,5
9994,35,7
9994,14,7
9995,20,5
9995,105,6
9995,67,3
9996,24,7
9996,78,6
9996,15,7
9997,26,6
9997,24,2
9997,63,5
9998,50,2
9998,123,7
9998,70,4
9999,88,6
9999,140,5
9999,3,4
10000,51,4
10000,30,5
10000,150,2
10001,28,3
10001,25,4
10001,140,5
10002,26,6
10002,94,7
10002,26,6
10003,38,6
10003,28,7
10003,9,2
10004,24,3
10004,45,3
10004,95,6
10005,62,7
10005,50,5
10005,136,5
10006,51,5
10006,3,4
10006,92,2
10007,88,4
10007,112,5
10007,80,2
10008,53,4
10008,5,2
10008,150,3
10009,147,3
10009,33,4
10009,104,3
10010,125,4
10010,47,3
10010,72,7
10011,74,3
10011,30,4
10011,105,3
10012,51,2
10012,135,7
10012,63,7
10013,49,7
10013,73,4
10013,57,3
10014,54,5
10014,96,5
10014,3,6
10015,57,2
10015,137,7
10015,21,2
10016,49,3
10016,125,4
10016,132,4
10017,28,2
10017,146,7
10017,27,4
10018,1,7
10018,94,5
10018,107,6
10019,84,2
10019,90,2
10019,18,3
10020,118,6
10020,32,6
10020,73,2
10021,71,4
10021,20,7
10021,123,4
10022,142,6
10022,33,7
10022,103,5
10023,51,2
10023,68,7
10023,11,5
10024,18,3
10024,21,6
10024,116,4
10025,89,7
10025,43,7
10025,42,4
10026,133,3
10026,40,3
10026,53,4
10027,144,6
10027,1,4
10027,18,6
10028,112,3
10028,149,2
10028,34,2
10029,109,2
10029,7,3
10029,11,3
10030,129,7
10030,64,3
10030,77,3
10031,47,2
10031,27,6
10031,74,4
10032,44,5
10032,120,5
10032,98,7
10033,70,7
10033,95,3
10033,112,4
10034,128,2
10034,49,6
10034,94,2
10035,43,2
10035,85,7
10035,134,5
10036,57,6
10036,22,2
10036,66,5
10037,107,7
10037,21,6
10037,60,3
10038,142,3
10038,143,3
10038,31,7
10039,72,7
10039,66,7
10039,86,5
10040,136,4
10040,80,6
10040,35,2
10041,81,4
10041,123,5
10041,55,2
10042,7,3
10042,80,4
10042,53,6
10043,76,5
10043,7,5
10043,64,2
10044,118,2
10044,59,2
10044,3,5
10045,47,6
10045,64,7
10045,141,5
10046,109,7
10046,46,3
10046,35,6
10047,86,4
10047,35,2
10047,50,6
10048,150,2
10048,62,7
10048,41,3
10049,37,4
10049,54,3
10049,76,2
10050,130,3
10050,62,2
10050,90,2
10051,110,4
10051,37,2
10051,71,7
10052,27,7
10052,64,7
10052,83,7
10053,55,4
10053,147,5
10053,90,6
10054,101,6
10054,127,3
10054,137,3
10055,121,6
10055,105,5
10055,32,4
10056,19,2
10056,46,5
10056,139,2
10057,149,7
10057,39,4
10057,37,3
10058,25,7
10058,49,4
10058,78,3
10059,51,4
10059,72,3
10059,65,6
10060,81,6
10060,17,5
10060,125,7
10061,45,2
10061,115,7
10061,66,6
10062,95,6
10062,46,2
10062,77,4
10063,150,3
10063,82,4
10063,19,4
10064,1,5
10064,47,2
10064,141,4
10065,109,3
10065,24,7
10065,89,2
10066,6,2
10066,105,2
10066,26,2
10067,137,6
10067,10,5
10067,100,3
10068,34,3
10068,99,5
10068,26,6
10069,100,4
10069,98,4
10069,114,5
10070,72,7
10070,14,2
10070,106,6
10071,7,2
10071,67,7
10071,122,5
10072,41,3
10072,132,7
10072,69,6
10073,116,3
10073,103,4
10073,82,5
10074,64,7
10074,91,7
10074,44,2
10075,106,6
10075,33,2
10075,48,2
10076,104,4
10076,13,3
10076,132,3
10077,90,3
10077,51,7
10077,25,7
10078,40,6
10078,22,3
10078,42,4
10079,33,2
10079,120,7
10079,142,6
10080,76,6
10080,125,3
10080,93,7
10081,23,4
10081,109,3
10081,60,2
10082,21,5
10082,137,3
10082,33,2
10083,118,7
10083,45,2
10083,83,2
10084,131,3
10084,90,3
10084,18,5
10085,1,4
10085,98,5
10085,112,6
10086,95,6
10086,69,4
10086,18,7
10087,142,6
10087,129,6
10087,124,4
10088,44,6
10088,128,6
10088,24,5
10089,56,6
10089,70,7
10089,25,6
10090,127,6
10090,38,6
10090,60,6
10091,94,6
10091,121,6
10091,19,4
10092,24,3
10092,75,6
10092,31,6
10093,90,7
10093,150,7
10093,80,7
10094,80,4
10094,132,4
10094,79,4
10095,118,5
10095,108,3
10095,59,4
10096,3,4
10096,121,3
10096,52,6
10097,35,2
10097,34,4
10097,107,7
10098,96,6
10098,30,4
10098,142,7
10099,6,3
10099,4,6
10099,143,5
10100,89,4
10100,64,6
10100,43,2
10101,117,4
10101,62,2
10101,118,3
10102,87,7
10102,85,5
10102,74,4
10103,80,5
10103,91,6
10103,125,5
10104,138,5
10104,2,5
10104,50,3
10105,6,4
10105,110,7
10105,147,3
10106,103,7
10106,116,6
10106,143,2
10107,148,4
10107,53,2
10107,92,7
10108,12,3
10108,14,4
10108,69,4
10109,97,5
10109,16,4
10109,88,6
10110,130,5
10110,71,2
10110,61,7
10111,80,5
10111,61,6
10111,106,4
10112,92,7
10112,128,7
10112,77,7
10113,95,3
10113,51,4
10113,44,6
10114,107,4
10114,143,7
10114,137,6
10115,35,7
10115,57,3
10115,6,4
10116,4,2
10116,105,4
10116,103,7
10117,61,7
10117,47,3
10117,92,3
10118,119,2
10118,23,5
10118,73,3
10119,9,3
10119,28,6
10119,8,4
10120,121,7
10120,135,3
10120,78,3
10121,144,7
10121,29,6
10121,141,7
10122,113,2
10122,142,2
10122,12,3
10123,126,6
10123,143,6
10123,80,3
10124,86,7
10124,33,6
10124,39,4
10125,16,7
10125,49,4
10125,148,3
10126,14,7
10126,147,4
10126,107,3
10127,142,4
10127,130,6
10127,70,5
10128,114,3
10128,131,6
10128,127,4
10129,42,3
10129,41,4
10129,45,2
10130,39,3
10130,130,2
10130,14,7
10131,92,2
10131,90,5
10131,14,4
10132,113,4
10132,2,5
10132,130,4
10133,50,5
10133,6,2
10133,43,5
10134,44,7
10134,95,7
10134,1,3
10135,101,2
10135,22,5
10135,20,5
10136,135,6
10136,16,5
10136,4,6
10137,16,5
10137,81,7
10137,97,3
10138,10,2
10138,142,7
10138,52,4
10139,130,6
10139,26,3
10139,57,2
10140,18,6
10140,145,5
10140,134,4
10141,75,7
10141,126,2
10141,38,6
10142,9,5
10142,120,7
10142,40,5
10143,1,5
10143,39,4
10143,53,2
10144,141,7
10144,130,5
10144,133,2
10145,138,5
10145,142,4
10145,149,7
10146,69,3
10146,95,4
10146,24,5
10147,17,3
10147,51,4
10147,123,6
10148,130,3
10148,85,2
10148,43,5
10149,36,2
10149,85,6
10149,67,5
10150,120,5
10150,146,3
10150,123,3
10151,147,7
10151,74,5
10151,83,4
10152,57,2
10152,19,5
10152,52,6
10153,102,7
10153,115,5
10153,30,4
10154,71,3
10154,122,4
10154,1,7
10155,104,7
10155,134,7
10155,83,6
10156,46,2
10156,117,7
10156,146,3
10157,125,3
10157,121,3
10157,90,5
10158,129,4
10158,105,5
10158,99,2
10159,58,7
10159,104,5
10159,63,3
10160,113,3
10160,59,3
10160,40,4
10161,58,5
10161,25,2
10161,25,7
10162,145,7
10162,147,5
10162,81,5
10163,31,7
10163,96,2
10163,70,4
10164,4,7
10164,58,3
10164,14,2
10165,111,2
10165,133,6
10165,108,3
10166,22,2
10166,148,7
10166,8,6
10167,126,2
10167,137,3
10167,114,7
10168,62,2
10168,136,3
10168,32,5
10169,27,7
10169,72,2
10169,10,6
10170,53,3
10170,76,4
10170,146,4
10171,107,7
10171,140,5
10171,112,3
10172,104,2
10172,17,4
10172,17,2
10173,129,7
10173,5,4
10173,10,6
10174,100,5
10174,101,3
10174,16,4
10175,27,5
10175,32,3
10175,45,6
10176,90,2
10176,87,5
10176,88,3
10177,77,6
10177,133,2
10177,42,5
10178,104,4
10178,113,3
10178,51,2
10179,3,3
10179,7,5
10179,13,7
10180,56,7
10180,73,4
10180,120,6
10181,19,7
10181,43,6
10181,137,5
10182,5,5
10182,87,5
10182,29,3
10183,44,3
10183,90,6
10183,57,4
10184,69,2
10184,109,6
10184,80,3
10185,112,6
10185,20,4
10185,6,6
10186,15,6
10186,48,5
10186,94,2
10187,72,4
10187,5,4
10187,92,5
10188,69,2
10188,64,4
10188,141,5
10189,27,5
10189,55,5
10189,120,5
10190,77,4
10190,48,5
10190,55,4
10191,150,4
10191,116,6
10191,70,4
10192,27,3
10192,99,5
10192,92,2
10193,74,3
10193,55,4
10193,21,6
10194,127,3
10194,137,2
10194,42,4
10195,96,3
10195,67,6
10195,86,6
10196,14,7
10196,59,5
10196,125,7
10197,57,4
10197,58,5
10197,115,4
10198,102,3
10198,108,4
10198,84,7
10199,89,3
10199,34,5
10199,37,5
10200,144,4
10200,38,3
10200,71,5
10201,150,4
10201,34,6
10201,117,6
10202,92,4
10202,51,7
10202,90,5
10203,92,7
10203,75,2
10203,29,4
10204,60,7
10204,79,7
10204,5,3
10205,50,7
10205,16,5
10205,144,7
10206,81,6
10206,129,7
10206,118,5
10207,34,7
10207,74,6
10207,83,6
10208,128,2
10208,40,2
10208,41,5
10209,75,3
10209,96,2
10209,142,2
10210,1,2
10210,9,4
10210,132,3
10211,63,2
10211,55,5
10211,56,5
10212,146,7
10212,19,3
10212,62,5
10213,2,6
10213,147,4
10213,8,3
10214,102,2
10214,24,3
10214,71,3
10215,107,5
10215,48,7
10215,120,2
10216,125,4
10216,26,2
10216,92,6
10217,108,2
10217,144,7
10217,119,4
10218,29,5
10218,149,6
10218,54,5
10219,82,2
10219,117,3
10219,75,3
10220,111,5
10220,142,5
10220,77,4
10221,112,4
10221,118,3
10221,12,5
10222,35,2
10222,89,3
10222,73,7
10223,18,3
10223,139,7
10223,64,5
10224,130,3
10224,1,6
10224,18,2
10225,21,5
10225,101,2
10225,52,5
10226,8,4
10226,18,2
10226,87,7
10227,95,5
10227,77,6
10227,44,3
10228,139,6
10228,136,5
10228,8,3
10229,146,4
10229,146,5
10229,27,2
10230,103,4
10230,97,2
10230,129,6
10231,106,6
10231,90,6
10231,18,2
10232,31,7
10232,67,7
10232,81,5
10233,105,3
10233,125,3
10233,40,3
10234,72,6
10234,28,4
10234,15,3
10235,58,3
10235,137,5
10235,43,5
10236,58,5
10236,150,3
10236,105,7
10237,33,3
10237,133,3
10237,24,5
10238,32,6
10238,63,4
10238,137,4
10239,72,3
10239,88,7
10239,97,7
10240,144,6
10240,22,7
10240,14,5
10241,150,3
10241,133,4
10241,141,3
10242,100,5
10242,13,6
10242,77,7
10243,67,3
10243,27,7
10243,5,5
10244,57,3
10244,43,6
10244,133,6
10245,134,2
10245,46,5
10245,67,3
10246,71,7
10246,68,4
10246,63,4
10247,52,4
10247,32,2
10247,111,7
10248,147,4
10248,55,7
10248,147,6
10249,126,7
10249,99,3
10249,65,6
10250,149,6
10250,74,5
10250,24,2
10251,14,2
10251,72,7
10251,32,3
10252,42,6
10252,60,7
10252,133,2
10253,148,5
10253,3,2
10253,46,5
10254,73,3
10254,148,4
10254,144,5
10255,31,4
10255,125,5
10255,21,2
10256,135,7
10256,78,6
10256,130,5
10257,55,5
10257,54,3
10257,90,2
10258,39,7
10258,19,3
10258,130,2
10259,142,3
10259,139,5
10259,79,5
10260,128,6
10260,5,7
10260,121,6
10261,98,4
10261,98,2
10261,38,2
10262,42,7
10262,34,6
10262,18,4
10263,87,4
10263,108,5
10263,28,5
10264,121,3
10264,132,5
10264,35,2
10265,83,7
10265,43,5
10265,24,7
10266,102,6
10266,84,2
10266,4,5
10267,39,6
10267,2,2
10267,95,7
10268,10,2
10268,96,4
10268,80,7
10269,84,6
10269,34,5
10269,36,7
10270,131,6
10270,63,7
10270,51,4
10271,96,4
10271,95,6
10271,55,3
10272,5,7
10272,60,6
10272,31,7
10273,124,4
10273,133,5
10273,63,3
10274,128,6
10274,145,4
10274,18,2
10275,36,6
10275,120,3
10275,140,5
10276,18,5
10276,66,5
10276,2,2
10277,84,4
10277,102,5
10277,82,6
10278,116,6
10278,18,2
10278,70,3
10279,97,6
10279,76,6
10279,36,4
10280,146,5
10280,65,6
10280,119,2
10281,19,4
10281,67,6
10281,58,4
10282,6,6
10282,91,3
10282,72,7
10283,12,4
10283,77,4
10283,89,4
10284,43,5
10284,121,4
10284,40,3
10285,36,6
10285,13,5
10285,6,4
10286,109,6
10286,56,2
10286,97,5
10287,31,5
10287,115,3
10287,72,2
10288,87,7
10288,2,5
10288,70,6
10289,56,4
10289,21,6
10289,78,6
10290,105,4
10290,136,5
10290,36,6
10291,53,4
10291,74,2
10291,43,2
10292,22,2
10292,56,6
10292,9,5
10293,45,7
10293,119,3
10293,24,3
10294,67,5
10294,70,7
10294,28,4
10295,14,5
10295,61,5
10295,150,4
10296,77,6
10296,45,3
10296,103,6
10297,39,5
10297,98,6
10297,70,4
10298,30,3
10298,84,4
10298,60,3
10299,34,3
10299,80,5
10299,28,5
10300,4,4
10300,83,3
10300,130,7
10301,11,6
10301,137,6
10301,5,7
10302,121,3
10302,44,5
10302,61,5
10303,142,3
10303,128,5
10303,45,6
10304,40,5
10304,40,6
10304,89,7
10305,103,7
10305,31,3
10305,36,4
10306,115,4
10306,16,7
10306,66,4
10307,91,7
10307,52,6
10307,150,7
10308,51,7
10308,11,4
10308,72,5
10309,107,3
10309,35,4
10309,77,2
10310,99,4
10310,136,3
10310,10,6
10311,127,2
10311,91,4
10311,65,2
10312,5,4
10312,112,6
10312,38,3
10313,50,7
10313,16,3
10313,147,4
10314,124,4
10314,59,7
10314,107,6
10315,124,7
10315,37,3
10315,65,6
10316,107,4
10316,9,2
10316,23,4
10317,120,6
10317,62,4
10317,85,3
10318,133,2
10318,95,4
10318,97,2
10319,61,7
10319,77,3
10319,95,7
10320,137,3
10320,95,5
10320,81,4
10321,103,6
10321,70,7
10321,39,6
10322,81,7
10322,45,5
10322,133,6
10323,109,6
10323,15,3
10323,7,7
10324,82,3
10324,18,7
10324,150,7
10325,46,7
10325,102,7
10325,148,6
10326,31,5
10326,51,3
10326,119,3
10327,57,3
10327,95,3
10327,82,4
10328,55,7
10328,53,4
10328,10,3
10329,48,4
10329,140,4
10329,113,5
10330,94,7
10330,112,3
10330,89,7
10331,54,3
10331,70,6
10331,84,3
10332,30,5
10332,31,6
10332,46,5
10333,148,7
10333,135,2
10333,141,7
10334,32,2
10334,11,2
10334,85,3
10335,85,5
10335,142,2
10335,45,5
10336,37,4
10336,147,4
10336,110,7
10337,63,4
10337,26,6
10337,130,2
10338,69,4
10338,46,4
10338,67,3
10339,140,7
10339,62,4
10339,135,6
10340,6,6
10340,149,7
10340,59,7
10341,74,3
10341,141,5
10341,144,7
10342,61,2
10342,129,2
10342,92,5
10343,46,4
10343,85,6
10343,47,4
10344,92,3
10344,115,5
10344,81,7
10345,93,7
10345,126,6
10345,11,5
10346,5,5
10346,140,2
10346,119,6
10347,80,5
10347,49,2
10347,89,6
10348,79,2
10348,67,5
10348,62,5
10349,7,2
10349,94,5
10349,34,6
10350,4,5
10350,64,5
10350,17,2
10351,50,3
10351,43,5
10351,122,7
10352,59,4
10352,18,7
10352,149,5
10353,133,4
10353,65,3
10353,72,7
10354,20,6
10354,103,5
10354,128,3
10355,88,7
10355,18,3
10355,80,5
10356,66,3
10356,143,3
10356,38,2
10357,3,2
10357,69,7
10357,127,6
10358,49,6
10358,133,7
10358,90,4
10359,20,4
10359,110,4
10359,45,2
10360,23,4
10360,131,7
10360,123,4
10361,29,6
10361,32,5
10361,45,3
10362,83,2
10362,1,4
10362,50,3
10363,96,7
10363,123,6
10363,133,2
10364,92,7
10364,95,5
10364,9,3
10365,129,4
10365,77,6
10365,139,5
10366,95,2
10366,146,4
10366,67,5
10367,103,4
10367,134,4
10367,9,7
10368,104,5
10368,47,2
10368,101,7
10369,121,7
10369,41,5
10369,68,4
10370,58,5
10370,31,5
10370,114,5
10371,68,4
10371,133,7
10371,148,2
10372,113,5
10372,117,4
10372,102,7
10373,86,7
10373,107,3
10373,16,5
10374,85,2
10374,134,3
10374,84,2
10375,132,7
10375,133,4
10375,104,5
10376,9,4
10376,18,6
10376,1,3
10377,57,2
10377,41,6
10377,86,6
10378,100,7
10378,106,6
10378,6,3
10379,120,6
10379,100,2
10379,11,7
10380,5,7
10380,23,3
10380,85,5
10381,38,4
10381,73,2
10381,54,4
10382,32,6
10382,7,7
10382,116,7
10383,135,4
10383,109,2
10383,121,6
10384,97,2
10384,40,6
10384,28,2
10385,14,4
10385,61,2
10385,140,6
10386,146,5
10386,122,5
10386,32,6
10387,36,6
10387,101,5
10387,64,2
10388,70,5
10388,88,6
10388,64,6
10389,71,5
10389,102,3
10389,85,3
10390,3,5
10390,150,3
10390,34,5
10391,113,3
10391,127,3
10391,126,3
10392,46,4
10392,143,7
10392,36,6
10393,52,2
10393,2,3
10393,81,3
10394,45,6
10394,84,4
10394,61,4
10395,33,2
10395,41,2
10395,44,2
10396,66,2
10396,48,5
10396,69,7
10397,83,6
10397,7,5
10397,36,4
10398,135,7
10398,49,7
10398,104,5
10399,33,4
10399,64,2
10399,138,3
10400,104,7
10400,130,5
10400,11,6
10401,15,3
10401,122,3
10401,148,3
10402,129,7
10402,25,5
10402,103,7
10403,51,5
10403,41,4
10403,90,2
10404,107,3
10404,123,7
10404,8,2
10405,121,5
10405,135,4
10405,138,4
10406,58,7
10406,149,7
10406,44,5
10407,4,5
10407,96,7
10407,84,3
10408,47,7
10408,85,6
10408,59,5
10409,55,2
10409,125,6
10409,17,6
10410,23,2
10410,7,4
10410,48,2
10411,87,2
10411,43,5
10411,64,7
10412,109,3
10412,112,7
10412,46,2
10413,19,4
10413,130,3
10413,56,2
10414,98,3
10414,57,7
10414,66,6
10415,78,6
10415,77,4
10415,104,7
10416,53,3
10416,41,2
10416,109,7
10417,143,6
10417,2,2
10417,137,6
10418,37,3
10418,65,6
10418,18,2
10419,51,7
10419,13,2
10419,138,6
10420,35,6
10420,15,6
10420,12,4
10421,14,2
10421,66,7
10421,50,6
10422,126,5
10422,100,4
10422,33,6
10423,64,3
10423,119,2
10423,72,3
10424,81,7
10424,108,7
10424,85,4
10425,78,2
10425,109,3
10425,107,7
10426,19,4
10426,60,4
10426,5,7
10427,16,7
10427,139,6
10427,149,4
10428,39,2
10428,142,2
10428,23,5
10429,53,4
10429,124,3
10429,146,3
10430,126,7
10430,99,7
10430,1,3
10431,12,6
10431,20,3
10431,41,3
10432,87,2
10432,84,5
10432,128,5
10433,55,2
10433,86,2
10433,10,4
10434,47,4
10434,132,6
10434,6,3
10435,6,5
10435,23,4
10435,142,6
10436,12,7
10436,115,3
10436,102,7
10437,136,3
10437,114,7
10437,102,2
10438,93,6
10438,141,5
10438,45,4
10439,18,2
10439,123,4
10439,87,4
10440,115,7
10440,11,3
10440,29,2
10441,18,6
10441,92,3
10441,67,5
10442,34,5
10442,90,4
10442,117,7
10443,113,6
10443,73,5
10443,141,6
10444,39,4
10444,40,4
10444,32,3
10445,84,2
10445,36,3
10445,112,6
10446,65,5
10446,31,3
10446,124,3
10447,52,4
10447,10,4
10447,18,6
10448,124,2
10448,120,7
10448,10,4
10449,17,4
10449,45,2
10449,28,6
10450,61,3
10450,105,5
10450,39,2
10451,90,3
10451,83,5
10451,57,4
10452,80,7
10452,6,2
10452,90,2
10453,7,3
10453,56,3
10453,51,3
10454,102,5
10454,131,7
10454,56,4
10455,53,3
10455,44,2
10455,82,7
10456,50,6
10456,118,2
10456,23,6
10457,69,4
10457,10,4
10457,49,3
10458,41,6
10458,65,6
10458,85,4
10459,9,3
10459,41,5
10459,52,4
10460,45,6
10460,100,6
10460,84,3
10461,51,7
10461,40,6
10461,11,5
10462,91,5
10462,92,5
10462,102,4
10463,58,6
10463,7,4
10463,134,2
10464,47,3
10464,47,2
10464,64,3
10465,108,7
10465,145,7
10465,42,3
10466,60,7
10466,115,3
10466,76,3
10467,66,7
10467,64,2
10467,128,6
10468,2,7
10468,45,4
10468,132,4
10469,7,4
10469,146,4
10469,35,5
10470,84,6
10470,108,3
10470,9,4
10471,80,4
10471,148,4
10471,60,7
10472,86,6
10472,62,3
10472,150,2
10473,53,6
10473,22,2
10473,127,5
10474,124,3
10474,61,5
10474,107,7
10475,83,3
10475,111,2
10475,34,5
10476,144,2
10476,109,2
10476,137,4
10477,40,4
10477,111,7
10477,8,2
10478,54,3
10478,44,2
10478,97,5
10479,116,7
10479,2,6
10479,146,7
10480,24,6
10480,78,6
10480,88,3
10481,149,3
10481,55,6
10481,83,5
10482,91,5
10482,22,2
10482,140,5
10483,65,7
10483,45,5
10483,56,6
10484,141,6
10484,78,7
10484,11,5
10485,4,6
10485,100,6
10485,3,6
10486,48,5
10486,106,4
10486,70,5
10487,53,3
10487,94,7
10487,74,5
10488,79,5
10488,148,4
10488,121,6
10489,98,6
10489,81,3
10489,73,4
10490,72,7
10490,114,5
10490,128,6
10491,30,6
10491,132,5
10491,111,3
10492,17,5
10492,24,3
10492,18,3
10493,58,5
